Geneid	Fly/RNA_seq/WT_1.bam	Fly/RNA_seq/WT_2.bam	Fly/RNA_seq/WT_3.bam	Fly/RNA_seq/PhoKO_1.bam	Fly/RNA_seq/PhoKO_2.bam	Fly/RNA_seq/PhoKO_3.bam	
robo1	8967	8878	5495	5538	8714	7492	
CG30259	1	0	0	2	1	2	
Obp59a	0	0	0	1	0	0	
Obp58b	0	0	0	0	0	0	
Obp58c	21	0	0	1	0	0	
Obp58d	1	0	0	0	0	0	
asRNA:CR43735	0	0	0	0	0	0	
CG30275	1	0	0	0	0	0	
CG30268	0	1	2	0	0	0	
jbug	15599	15192	8587	9955	16252	14871	
CG42260	742	613	444	502	693	529	
CG13526	1	1	0	2	0	0	
asRNA:CR30267	1	0	0	0	0	1	
CG13527	1	3	2	1	1	0	
CG30270	0	0	0	2	1	0	
blw	41968	43513	26170	29317	41324	34806	
CycB	11708	11791	7181	6884	10987	10290	
stl	220	239	60	66	92	72	
CG30271	16	19	5	9	6	12	
CG42284	6	1	2	6	1	2	
CG30274	4	6	5	7	11	9	
MFS1	10	0	0	0	0	1	
CG30265	0	1	0	0	0	0	
CG12490	0	0	0	0	0	0	
CG9825	14	0	0	0	1	9	
CG9826	31	51	13	29	22	67	
CG3649	1149	1257	549	184	235	395	
CG13531	2623	2886	1748	1519	2636	2235	
RpL23	78294	74817	42685	50541	75069	70243	
inaD	40	53	15	45	67	88	
fd59A	939	976	616	593	855	788	
CG13532	1342	1198	818	859	1160	994	
asRNA:CR45469	11	9	12	3	5	12	
PIP5K59B	2650	2496	1719	1707	2414	1973	
EMC8-9	2151	2057	1208	1471	2151	1871	
YME1L	5620	5422	3444	3295	5274	4735	
asrij	1758	1502	899	1158	1661	1425	
Gmer	800	909	478	547	763	704	
MED23	5582	5697	3558	3898	5835	5010	
CG3700	1775	1948	994	1110	1676	1606	
nahoda	4059	4126	2967	2574	4415	3926	
CG30187	533	518	390	227	422	320	
Nup214	9138	8665	5318	6163	9300	8245	
ReepA	4813	4810	3310	3028	4669	4253	
CG3788	477	468	314	238	415	365	
CNBP	86415	90288	55998	53528	92764	84605	
CG9849	570	550	294	432	547	495	
CG3831	922	860	616	502	889	670	
CG42694	616	526	419	177	262	199	
mir-9376	2	2	0	7	13	11	
lncRNA:CR32835	0	1	1	1	6	1	
lncRNA:CR44780	1	0	0	0	1	0	
CG32834	0	0	0	0	0	0	
CG32833	0	0	0	0	0	0	
mir-4939	0	0	0	0	0	0	
asRNA:CR42742	0	0	0	0	0	0	
twi	769	821	389	351	746	623	
CG9897	0	0	0	0	0	0	
CG9896	454	457	223	283	439	392	
CG42741	271	291	136	119	287	224	
CG44252	488	569	213	419	681	570	
CG44253	6	7	4	3	6	15	
DCTN3-p24	1498	1489	900	1197	1661	1407	
CG9890	1020	903	545	598	902	871	
PPO3	290	246	112	191	323	207	
l(2)k09913	15141	15288	9000	8814	13482	12712	
tRNA:Ser-TGA-1-1	0	0	0	0	0	0	
tRNA:Ser-TGA-2-1	0	0	0	0	0	0	
Fib	9703	8880	4899	5705	8651	8268	
snoRNA:229	24	7	11	13	21	20	
CG3085	235	193	142	161	276	226	
Art7	1050	1060	638	746	1069	1032	
CG43659	1	0	0	0	0	0	
Gr59a	0	1	0	0	0	0	
Gr59b	0	0	0	0	0	0	
CG9877	144	135	35	239	66	25	
CG13538	0	0	0	0	0	0	
CG9876	1	1	0	1	0	0	
RpL37b	2	4	0	1	0	0	
CG42703	0	0	0	0	0	0	
Gr59c	0	0	0	0	0	0	
Gr59d	0	0	0	0	0	0	
lncRNA:CR44781	0	0	0	0	0	0	
lncRNA:CR44782	0	0	0	0	0	0	
Klp59C	0	1	0	0	2	0	
lncRNA:CR44455	0	2	0	0	1	0	
lncRNA:CR44456	0	0	0	0	0	0	
Gpdh2	1	0	0	0	1	0	
CG30192	0	0	0	1	1	0	
CG13544	0	1	0	0	1	0	
Klp59D	1	3	1	0	0	0	
CG43207	0	0	0	0	0	0	
CG9899	4	2	0	3	7	5	
CG13545	2	1	0	5	2	4	
side-V	6160	6218	3827	3788	6792	6096	
CG13539	1	1	2	0	0	1	
LS2	3	3	2	2	5	7	
CG3092	1	2	0	1	0	0	
yip3	0	0	1	0	2	1	
RpL22-like	23	46	16	8	25	24	
CG12782	0	0	0	0	2	2	
CG13540	0	0	0	0	0	0	
ord	3	3	2	3	1	5	
CG3124	0	11	0	0	6	0	
CG13541	0	0	0	0	1	0	
lncRNA:CR44783	0	0	0	0	0	0	
Prosbeta5R1	0	1	0	0	0	0	
HP1Lcsd	1	1	0	0	1	0	
CG30412	0	1	0	0	0	1	
CG30416	0	0	0	0	0	0	
CG9861	1	7	1	2	2	1	
tbrd-3	0	1	0	0	0	0	
CG30413	0	11	0	2	21	2	
CG3502	218	337	96	115	269	155	
CG9863	1	0	0	0	0	0	
CG34210	0	0	0	0	0	0	
CR30409	3	2	0	0	3	1	
Rpi	4021	3818	2173	2445	3818	3162	
CG3500	802	765	415	489	745	680	
CG9875	0	1	0	0	0	0	
asRNA:CR44168	0	0	0	0	0	0	
CG34423	9	9	8	3	6	8	
CG34424	690	649	341	383	469	481	
vir	5550	5418	2954	3350	5010	4530	
Ice1	1559	1630	1131	1005	1578	1373	
Golgin245	4727	4792	2887	2892	4605	4239	
CG13551	10665	10607	6575	6744	10518	8901	
yellow-d	576	668	424	517	648	482	
yellow-d2	366	782	141	242	420	273	
lncRNA:CR44784	35	28	17	22	28	29	
CG30414	261	361	116	163	190	271	
roh	4249	4220	2506	2880	4112	3513	
eIF2Bdelta	3272	3297	1666	2118	3176	2887	
CG3530	3379	3093	1941	2327	3242	2961	
CG3520	1767	1667	1033	1262	1759	1631	
CG9812	519	678	210	353	682	738	
CG30411	6	12	10	18	4	10	
CG9815	96	85	45	77	71	66	
Or59a	0	0	0	0	0	0	
CG43795	515	373	276	310	343	286	
SkpF	0	0	1	0	0	0	
Or59b	1	0	0	0	0	0	
Or59c	0	0	0	0	0	0	
CG13557	1	0	0	2	0	0	
lncRNA:CR43792	0	0	0	1	0	3	
lncRNA:CR43793	0	0	1	0	0	0	
CG13558	0	0	0	0	1	0	
CG13559	69	76	62	36	122	62	
lncRNA:CR43794	1	3	3	2	2	0	
CG3906	4	2	0	1	2	3	
RabX1	2864	2894	1586	1956	2564	2507	
mi	2232	2220	1411	1638	2403	2067	
bw	44	273	19	41	27	51	
ppk3	6	26	4	14	8	7	
Gr59e	7	19	3	7	10	7	
Gr59f	6	23	1	7	6	5	
AIMP3	1378	1340	784	851	1325	1141	
wmd	4994	5165	2635	2766	4514	4220	
levy	6383	5709	3374	3930	5420	4371	
pita	4464	4153	2913	3099	4619	4336	
Dcp-1	3427	3597	1941	1989	3191	3176	
Rrp4	1997	1736	1108	1374	2102	1949	
ItgaPS5	353	270	215	163	282	295	
Pi3K59F	1589	1488	906	1045	1534	1376	
CG30184	190	155	112	68	97	108	
apt	2680	2494	1760	2191	3207	2530	
CG42560	0	0	0	0	0	0	
CG42559	0	0	0	0	0	0	
IM18	0	0	0	0	0	0	
CG10332	0	0	0	0	0	0	
CG43209	1	0	0	0	1	0	
Eglp1	2	2	0	0	2	0	
Eglp2	104	125	81	121	135	128	
Eglp3	0	0	2	2	3	1	
Eglp4	166	169	103	207	211	72	
retn	775	835	507	816	1216	1247	
lncRNA:CR45153	0	0	0	1	0	0	
Pde8	2371	2439	1608	1619	2725	2378	
St1	4	11	4	4	7	9	
St3	116	76	74	104	123	97	
l(2)efl	913	1087	539	565	1012	684	
Pal2	3061	2578	1866	2249	2846	2501	
CG30183	2631	2529	1702	1641	2535	2367	
angel	649	530	385	375	579	467	
mRpL43	995	986	547	655	983	857	
sigmar	1368	1329	949	776	1382	1097	
l(2)dtl	2045	1740	1074	1455	1979	1761	
l(2)not	829	767	439	504	732	674	
l(2)tid	2081	1847	1097	1284	1854	1572	
asRNA:CR45326	2	0	1	1	2	0	
Sesn	1219	1263	652	690	1034	869	
CG18128	1	1	0	1	0	0	
lncRNA:CR45325	1	0	2	2	3	4	
mir-4979	0	0	0	0	0	0	
egl	4393	4733	2725	3233	5107	4435	
CG13560	36	71	365	6264	2876	901	
CG34105	0	1	0	2	4	0	
CG12491	0	0	0	4	3	1	
CG11300	5086	7453	11592	13953	1204	2019	
CG5532	4436	4069	2411	2682	4154	3637	
sona	2746	1736	977	852	3006	1554	
CG15800	2	2	0	1	2	0	
CG30177	0	0	1	1	1	0	
CG13561	0	0	2	0	1	0	
CG5539	1	1	5	4	6	1	
Ssrp	12914	12201	7902	8198	12472	11608	
CG5543	1286	1252	762	931	1393	1196	
Nxt1	1916	1717	1061	1333	1986	1799	
CG4797	220	218	138	162	193	181	
asRNA:CR44807	63	54	44	43	86	62	
GlyT	100	69	48	98	82	61	
CG4763	0	0	0	1	1	1	
snoRNA:Psi18S-176	1	1	1	1	1	0	
lncRNA:CR44805	0	0	0	1	1	1	
shu	489	531	259	296	504	462	
Snap29	2129	2110	1255	1159	2014	1753	
CG5554	17783	19650	10000	10572	16808	16087	
ytr	9187	8798	6013	6150	9455	8507	
eIF6	4834	4387	2364	2989	4326	4190	
asRNA:CR45928	53	49	25	45	69	56	
gbb	8042	8214	3978	4767	7295	6812	
bgcn	65	53	34	44	70	60	
Pym	1137	1134	687	724	1082	977	
TBPH	7089	7108	4299	4574	6910	6191	
CG4585	1421	1440	727	825	1301	1218	
CG5569	605	579	367	384	618	477	
Thiolase	9721	9708	4990	5514	8798	8045	
ken	1526	1248	1113	1245	1856	1710	
TM4SF	850	590	587	1040	1084	847	
CG4882	2110	1983	1202	1447	2019	1663	
PHDP	98	81	61	61	110	70	
CG5597	107	109	50	77	123	84	
DCP1	2804	2694	1339	1862	2514	2260	
DNAlig1	1945	1808	1267	1393	2091	1781	
Upf3	1399	1405	826	970	1504	1415	
CG17658	31	24	14	18	31	22	
CG5339	946	1005	567	563	904	817	
Lpt	2789	2631	1711	1729	2739	2446	
CG13562	266	236	152	114	201	222	
Nap1	353	288	285	260	339	263	
asRNA:CR45926	0	0	0	0	0	0	
kcc	4263	3617	2891	3196	4034	3332	
asRNA:CR44806	4	7	0	3	4	3	
SERCA	16831	18709	10357	12994	17696	15418	
CG2812	0	0	0	0	0	0	
CG3735	1266	1255	781	817	1217	1182	
Taldo	7730	7438	4181	5037	7167	6911	
Galphas	7083	7017	4852	4153	6744	5806	
Orcokinin	490	319	217	304	436	269	
CG2970	2772	2644	1571	1584	2438	2253	
fzr2	81	50	37	61	83	76	
CG3803	1027	941	568	669	1029	869	
thoc5	2416	2408	1502	1701	2417	2190	
CG16787	537	510	317	342	499	431	
alpha-Catr	1307	1159	828	971	1153	1018	
CG13566	3	5	3	0	1	2	
Fmo-1	44	82	24	33	25	78	
Alas	2394	2461	1392	1534	2390	2095	
CG34213	305	255	198	161	263	207	
or	1235	1235	745	777	1209	1109	
CG10904	858	789	544	507	777	686	
CG3065	1982	1945	1192	1355	2018	1844	
mr	2610	2574	1723	1695	2574	2185	
PPP1R15	2503	2382	1482	1486	2396	2325	
Sox14	4260	5160	2223	2347	3948	3308	
Phm	4746	4674	2837	3019	4347	3758	
CG30178	33	33	25	13	35	30	
Pask	463	368	305	326	410	360	
CG3860	730	693	528	616	730	663	
mir-1009	0	0	0	0	0	0	
Unc-89	351	252	207	710	251	177	
CG4324	610	617	366	326	596	539	
CG3121	3	4	0	0	2	1	
CG3907	2652	2534	1868	1864	2538	2318	
CG11388	1489	1465	917	1020	1477	1267	
asRNA:CR45350	17	13	10	13	29	14	
Adk2	32	27	27	12	33	16	
EbpIII	254	248	156	192	247	193	
HSPC300	1103	1083	652	728	1038	934	
CG3163	1229	1141	711	764	1083	971	
CG30172	1323	1212	827	849	1130	1038	
Chi	5840	5500	2959	3797	5294	5020	
MAN1	2254	2252	1413	1447	2357	1850	
Not11	1287	1225	860	854	1363	1220	
IntS1	5348	5160	3165	3526	5220	4559	
tsr	42980	42755	27011	27354	44167	36596	
gammaSnap1	626	604	384	445	600	522	
sei	1645	1417	1038	919	1420	1191	
ppk29	384	357	242	162	207	219	
CG13563	168	171	108	37	86	90	
eEF5	53396	57085	35657	33171	59638	53145	
lncRNA:CR44814	4	4	4	3	6	2	
RpL12	69496	69785	42753	44848	70373	65219	
RpL39	45711	44314	24544	26814	44085	40942	
Rap2l	2753	2759	1700	1763	2811	2398	
yki	3200	3160	1901	2019	3121	3011	
CG3209	4320	4278	2769	2985	4174	4058	
Mlp60A	431	608	295	553	385	148	
CG10339	18	12	9	9	18	21	
CG13564	11	13	4	9	11	14	
CG16786	2360	3428	1421	1389	2884	2793	
snama	4790	4653	2897	3239	4903	4486	
gek	7457	7539	4585	4924	7476	6592	
enok	7888	7788	5161	5344	8153	7138	
CG4049	3964	4137	2706	2562	4092	3434	
CG3253	494	437	288	328	460	368	
CG3257	2059	1759	1213	1324	1765	1558	
CG43775	0	0	0	0	0	0	
CG43776	0	0	0	0	0	0	
CG43777	0	0	0	0	0	0	
tamo	2402	2486	1294	1437	2366	2043	
Zfrp8	1056	902	548	620	867	858	
Naa35	3569	3491	1931	2239	3394	3082	
lncRNA:CR44826	3	2	1	2	1	3	
AANAT1	792	686	535	465	613	492	
CG42568	0	0	0	0	0	0	
DnaJ-60	0	0	0	0	0	0	
spag	1393	1310	886	962	1414	1259	
CG3328	5737	5953	2835	3303	5658	5269	
mRpS17	1187	1117	707	674	1069	950	
Nop60B	17704	16045	9857	10654	16197	15005	
snoRNA:Psi18S-1820	12	2	3	12	16	8	
snoRNA:Me28S-G1083a	0	0	0	0	0	0	
snoRNA:Me28S-G1083b	0	0	0	0	0	0	
snoRNA:Me28S-G1083c	0	0	0	0	0	0	
snoRNA:Me28S-G1083d	0	0	0	0	0	0	
snoRNA:Or-CD9a	0	0	0	0	0	0	
snoRNA:Or-CD9b	0	0	0	0	0	0	
ocm	6458	6356	4014	3981	6000	5080	
cN-IIIB	774	702	482	493	767	648	
CG3356	3323	3286	1987	2211	3200	2960	
CG11406	2	4	3	12	8	7	
CG30419	1252	993	774	815	1051	811	
lncRNA:CR44827	0	0	0	0	0	0	
nord	1680	1489	893	1254	1804	1736	
Ir60a	11	6	3	14	13	28	
snoRNA:Me18S-A1597	0	0	0	0	1	4	
CG13575	13	21	6	7	8	22	
CG3376	3779	4550	2052	2282	3033	3395	
CG13577	4	6	2	3	3	0	
nvy	1918	1949	1127	1366	1955	1576	
CG3394	340	976	168	233	598	413	
mir-4985	0	6	2	1	7	3	
betaTub60D	20380	26906	10628	12000	22593	19591	
lncRNA:CR44810	0	0	0	0	0	0	
slbo	6	81	1	3	10	183	
lncRNA:CR44282	0	1	0	0	1	3	
bs	2179	2307	1125	1361	2393	2099	
CG44812	7	3	1	2	4	5	
lncRNA:CR44811	713	710	394	310	689	521	
tRNA:Asn-GTT-1-9	0	1	0	2	1	2	
CG13578	12	10	7	9	12	7	
mAChR-A	1104	816	733	826	1094	774	
lncRNA:CR44813	3	5	2	4	2	9	
Slik	14005	14032	8864	9349	14645	13101	
Rpn8	8659	9192	5143	5729	9038	8149	
SerT	221	162	81	173	217	183	
CG45069	0	0	0	0	0	0	
PIG-Z	0	0	0	0	0	0	
prom	15	10	14	2	8	14	
CG42383	0	1	0	0	0	0	
CG15873	0	0	0	0	0	0	
Pgam5-2	0	1	0	0	0	0	
CG3483	0	0	0	0	2	0	
CG4563	23	19	1	0	2	8	
CG13579	440	342	222	301	353	305	
CG3492	0	3	1	1	0	1	
CG3494	0	1	2	0	0	0	
CG16837	0	0	0	0	0	0	
CG13589	0	0	0	0	0	0	
CG13590	0	0	0	0	0	0	
Crtp	3	2	0	0	0	0	
lncRNA:Yu	0	0	0	0	0	0	
Ssl	0	1	0	0	0	0	
Prosalpha4T2	1	0	0	0	2	0	
CG13581	0	1	1	2	0	0	
Letm1	3836	4422	2523	2474	4131	3440	
Ir60b	1	2	0	1	1	0	
Ir60c	1	0	0	0	0	0	
Ir60d	0	0	0	0	1	0	
Ir60f	0	1	0	0	0	0	
CG4612	12077	12450	7434	6947	11981	10687	
Brca2	790	735	551	466	798	689	
Ir60e	0	0	1	1	0	1	
CG13585	2154	2393	1166	1583	2254	2083	
CG4622	1568	1587	990	998	1540	1478	
CG11413	1	1	1	0	4	2	
ITP	2866	2835	1954	1932	2914	2592	
Nurf-38	12536	12494	7776	7992	11663	11035	
CG11414	3300	3204	2056	2195	3257	2963	
uri	1143	1162	797	724	1195	1035	
Fcp1	3003	2890	1765	1970	2866	2577	
CG3511	1653	1553	1010	1078	1603	1604	
Start1	3552	3666	1944	2417	2952	2720	
SIFa	445	410	224	338	446	392	
CG4681	32	35	16	77	57	65	
pio	23888	28850	12167	12187	20882	19185	
CG13587	5	2	1	3	3	3	
ATPsynF	8054	7792	4073	5425	7330	6333	
CG3548	4692	4611	2662	3059	4604	4439	
CG3565	2	0	0	1	2	2	
Samtor	549	497	302	287	407	375	
CG4707	1576	1510	1025	1064	1415	1410	
CG42360	1217	1109	856	672	1005	920	
CG42361	1087	946	687	677	835	780	
CG4741	28	27	10	6	10	113	
Adck	792	693	460	506	676	661	
CG13594	388	287	205	298	355	305	
snoRNA:Me18S-G393	0	0	0	0	0	1	
asRNA:CR43787	1	0	0	0	0	0	
Cyp9c1	0	0	0	0	0	0	
CG3640	0	0	0	0	0	3	
CG4781	5	32	23	20	5	57	
CG3663	511	494	350	348	507	438	
Cpr60D	63	360	30	299	227	137	
CG30161	14	12	6	9	19	15	
ND-19	1789	1656	958	1128	1526	1269	
CG34214	1	11	3	6	6	8	
CG4806	2341	2273	1448	1643	2536	2172	
CG33228	336	312	236	232	303	267	
Pof	2000	1776	1084	1248	1893	1684	
Mmp1	4048	4904	1914	1923	3821	2982	
SiaT	291	204	138	198	202	162	
Mid1	2653	2132	1567	1575	2050	1802	
lncRNA:CR44828	11	13	12	9	6	6	
Usp15-31	3217	3105	2016	2230	3448	2866	
spz6	783	1053	326	593	1027	886	
CG3880	1250	1050	637	724	1187	1228	
CG12848	767	725	374	448	590	553	
CG3894	1337	1182	835	726	1235	1065	
GstE12	5660	5693	3235	3582	5040	4410	
Eps-15	7650	7503	4633	5084	7626	6972	
egg	5059	4804	3135	3096	4871	4348	
asRNA:CR44067	0	1	0	0	0	0	
Lcp9	567	1049	42	1260	213	60	
CG3594	1182	1143	626	760	1162	1097	
TyrRS-m	753	753	432	428	701	628	
CG3589	907	847	486	541	787	715	
key	3699	3704	2344	2300	3483	3366	
Reg-5	1813	2259	1137	1160	2256	1698	
asRNA:CR43257	67	60	76	55	88	62	
ETH	0	1	0	0	0	0	
Orc4	1611	1464	943	1129	1633	1408	
CG12849	0	0	0	0	0	0	
CG3611	1	2	0	0	0	0	
CG42851	4	2	4	1	2	3	
Dll	6497	6525	4472	4657	8221	7771	
CG3650	6	7	4	4	3	5	
lncRNA:CR44829	2	2	2	2	2	4	
Atf-2	764	678	421	467	781	637	
CG16896	2491	2507	1642	1734	2663	2340	
CG30423	5301	5186	2802	3170	4607	4146	
CG44247	2750	2285	1803	1791	2546	2119	
asRNA:CR43466	1	1	0	0	1	0	
NKAIN	9247	9488	5396	5880	9586	8616	
Ance-5	235	162	130	243	440	306	
NaCP60E	3017	2569	2084	2608	4106	3246	
Tpc2	32	40	17	61	56	80	
CG9083	0	0	0	0	0	0	
RpL41	127249	126164	67757	73221	117635	109479	
pain	2362	2672	1309	1330	2334	2131	
CG30427	113	146	73	288	545	516	
CG3760	8407	8806	4765	5116	7971	7139	
CG2811	1236	1176	794	666	985	828	
Tina-1	6118	5734	4040	4369	6875	6070	
CG15861	220	199	151	129	218	182	
CG3770	816	825	449	477	883	711	
CG2790	1248	1107	766	784	1190	1115	
CG12851	1320	1148	812	800	1135	889	
lncRNA:CR44830	3	2	2	2	4	4	
CG2765	3089	3036	2084	2485	3410	3028	
CG30424	72	76	49	46	73	46	
RpL19	88401	87036	52562	60198	89108	79673	
CG3776	1922	1783	1145	1382	1864	1723	
Phk-3	3347	3132	1714	1688	3159	2518	
CG2736	366	937	166	330	175	697	
lncRNA:CR45252	5	7	6	2	3	7	
emp	6533	6546	3777	3346	5386	5279	
CG3829	507	850	231	370	401	590	
zip	58684	63675	36784	33677	58091	48960	
uzip	4309	4220	2668	2973	4032	3888	
Nplp1	2893	2499	1651	2082	2784	2175	
gsb-n	398	378	226	164	233	223	
gsb	328	362	209	176	231	192	
gol	1231	1132	673	648	960	880	
tRNA:Ala-CGC-1-1	1	0	1	0	0	0	
tRNA:Ala-CGC-1-2	0	0	2	0	0	1	
tRNA:Ala-CGC-1-3	0	1	0	0	0	0	
lov	1256	1299	842	805	1045	969	
CG30430	1	2	0	0	1	0	
CG43106	0	1	0	0	0	0	
CG34038	463	477	303	149	204	212	
Sfp60F	1	1	0	0	0	0	
EbpII	0	0	0	0	0	0	
Ebp	0	1	0	0	0	0	
CG9380	463	485	376	240	274	342	
Kr	199	231	71	159	199	210	
CG30429	0	0	0	0	0	1	
CG33680	0	0	0	0	0	1	
CG30428	885	828	568	539	833	624	
lncRNA:CR40469	2164	1495	1208	28	47	28	
CG17636	10	38	2	5	0	109	
RhoGAP1A	13349	13528	8563	8568	13775	11971	
mir-4915	0	0	0	0	0	0	
lncRNA:CR45473	414	431	368	248	365	340	
tyn	6330	7555	3845	3207	5602	4818	
CG17707	16	24	14	10	31	20	
lncRNA:CR43863	1	2	0	1	0	3	
CG3038	3305	3362	2108	1981	3022	2801	
G9a	6102	6166	3912	3765	6433	5492	
CG42376	682	623	442	370	585	496	
cin	3642	3591	2288	2208	3129	2866	
CG13377	212	220	155	114	185	160	
asRNA:CR43906	20	21	10	15	25	22	
CG13376	3	7	3	1	10	5	
ewg	7821	7728	4811	4656	7215	6641	
CG3777	6492	6795	4696	3956	7033	5531	
mir-980	0	4	1	0	1	0	
CG13375	418	360	241	300	417	325	
CG12470	16	22	10	15	21	13	
Or1a	8	13	8	9	8	6	
CG32816	258	308	175	59	132	105	
CG43181	1	1	1	0	1	0	
CG43182	161	150	683	137	119	4	
y	10	10	9	10	26	16	
lncRNA:yar	2	2	1	0	1	1	
ac	553	561	356	342	565	491	
lncRNA:CR44751	0	0	0	0	0	0	
lncRNA:CR44752	0	0	0	1	0	0	
lncRNA:CR44753	5	4	2	17	14	13	
sc	1360	1552	802	755	1392	1287	
l(1)sc	109	84	65	133	147	103	
Pgcl	0	0	0	2	0	0	
ase	904	889	651	695	1002	799	
Cyp4g1	744	1078	1294	44	830	126	
ebo	7901	7939	4661	4544	7516	6750	
CR18275	320	269	186	180	246	201	
CG13373	0	0	0	0	0	0	
CG32817	49	33	32	24	30	24	
CR18166	669	591	395	343	502	427	
CG3176	90	79	57	82	85	73	
CG18273	3185	2987	1929	1997	2931	2624	
CG3156	585	539	328	361	548	490	
asRNA:CR45797	0	0	0	0	0	0	
CG17896	7067	7118	4335	4949	7163	5994	
CG17778	206	147	130	138	228	142	
svr	9376	10482	6226	5876	9495	8311	
asRNA:CR44891	0	0	0	0	0	0	
asRNA:CR44892	29	29	19	21	33	24	
elav	13543	13681	9456	9131	13664	11916	
arg	57	50	46	39	50	49	
CG4293	2529	2706	1437	1530	2231	2098	
Appl	16907	15422	11248	16289	23111	19821	
mir-4960	0	0	1	1	0	1	
vnd	79	62	30	36	62	39	
CG13366	7898	7934	4943	4713	7743	6771	
lncRNA:CR45474	17	17	19	7	18	15	
CG13365	671	562	361	410	595	481	
Vsp37A	2886	2590	1669	1588	2458	2230	
CG13369	834	779	558	491	689	590	
CG13364	4948	5071	2826	2940	4382	4066	
lncRNA:CR45475	1	0	1	0	3	0	
CG17829	1382	1410	821	905	1451	1315	
RpL36	66442	61391	38558	40763	59230	52887	
Mybbp1A	3318	3123	1890	2298	3364	3002	
Dredd	2389	2210	1286	1411	2197	1928	
mir-9372	0	0	0	0	0	0	
su(sable)	5295	5460	3533	3084	5089	4662	
CR44839	67	58	37	29	20	50	
CG13367	1806	1730	1033	1085	1575	1535	
Roc1a	8612	8245	4593	5221	7794	7170	
Hmt4-20	15713	15439	9572	9154	15151	14077	
SkpA	11309	12109	7140	6145	10996	10199	
sdk	14922	15707	9258	9294	16656	14797	
CG13362	13	13	13	10	31	23	
CG5254	380	385	217	365	439	374	
CG13361	19	28	15	18	37	45	
CG5273	3877	3651	2090	2636	4280	3293	
lncRNA:CR44965	3	3	1	1	3	6	
RpL22	24643	26614	17831	17383	26571	21992	
lncRNA:CR42491	5096	4957	2708	2560	4057	3857	
snoRNA:Psi18S-531	495	488	273	328	564	463	
snoRNA:Psi28S-2179	96	78	63	33	72	62	
lncRNA:CR44966	1	1	1	0	1	0	
fz3	2829	2664	1449	1544	2519	2617	
tw	4608	4901	2586	2495	4095	4066	
CG13360	380	352	112	420	173	629	
lncRNA:CR44469	0	0	0	0	0	1	
CG16989	2461	2279	1660	1716	2449	2120	
Rbf	7015	6759	4083	4643	7192	6374	
CG13359	8	11	4	6	2	5	
CG13358	17	25	28	5	16	18	
Sec22	3782	4326	2199	2513	3992	3342	
CG43867	7590	7275	4813	4984	7412	6223	
CG14635	0	0	1	0	2	1	
CG3713	2	1	1	0	0	0	
CG14634	0	1	0	1	0	0	
CG11664	0	0	0	0	1	0	
CG11663	0	2	0	0	0	0	
CG3711	5300	5092	3387	2908	5005	4360	
MED22	1549	1373	818	804	1296	1147	
CG3708	13	12	18	14	9	17	
CG3706	15	10	12	17	23	15	
CG32815	1605	1357	900	1104	1401	1268	
TRAM	11694	13329	6406	6757	11033	9854	
CG3704	1826	1651	1078	1096	1667	1491	
mus81	537	499	325	323	518	457	
CG3703	934	817	549	579	820	697	
CG3699	31	25	11	26	10	16	
CG3690	5	30	5	42	7	37	
lncRNA:CR45476	1	0	1	0	1	1	
CG18823	2	0	1	1	0	3	
TfIIA-S-2	1	1	1	2	2	1	
CG14631	0	1	0	0	0	0	
su(w[a])	19603	17685	12344	11051	18018	16208	
CG11638	1031	1006	671	744	1107	965	
CG32814	32	37	29	21	34	42	
CG3021	984	961	571	593	842	778	
CDC45L	2667	2448	1514	1735	2502	2171	
CG33082	262	285	198	179	266	250	
CG14630	1	2	3	1	5	2	
CG42259	723	615	442	228	449	345	
lncRNA:CR44779	156	123	84	88	152	126	
CG14629	2689	3882	1332	1984	2091	2412	
CG3655	5511	5766	3476	2958	5344	4891	
CG14628	1	3	0	0	0	0	
eIF4E7	1	3	3	1	7	4	
CR34320	0	0	0	0	0	0	
CG11378	40	26	35	101	15	78	
CG11384	0	2	6	12	3	0	
CG11379	0	2	0	0	0	0	
CG14627	0	1	0	4	1	1	
CG14626	2	3	3	4	0	1	
CG11380	169	317	66	47	209	120	
CG14625	8	3	3	3	2	3	
CG11381	4	6	2	2	5	1	
CG14624	5	0	1	1	3	6	
CG11382	249	249	186	214	296	290	
CG11398	581	537	316	356	512	455	
CG3638	11632	11801	7384	7225	12201	10676	
CG11403	1918	1817	1252	1221	1798	1646	
Atf3	1011	775	805	730	1219	960	
CG32812	22	17	12	19	27	15	
DAAM	5771	5925	3238	3718	5646	5352	
CG32811	1	1	2	2	1	0	
lncRNA:CR46248	0	3	1	0	1	0	
fs(1)N	12	11	7	7	6	6	
CG11409	703	796	339	383	780	633	
Naa30A	3646	3706	2168	2201	3554	3246	
MTPAP	1054	979	564	589	1042	928	
Tsp2A	77	103	50	65	55	135	
CG12773	4619	4667	2698	2699	4506	4040	
CG11417	2305	2193	1355	1462	2235	2148	
png	38	24	19	46	58	41	
CG14770	13	9	7	15	14	13	
ssx	8595	8297	5180	6491	10014	8299	
mir-4961	0	0	0	0	0	0	
AMPKalpha	6084	5789	3590	3675	5586	5222	
CG3719	1480	1400	859	952	1326	1192	
CG32813	858	861	554	621	904	763	
CG11448	4799	4795	3092	2498	4373	3694	
futsch	10160	8205	7438	6513	10105	7621	
