Geneid	Fly/RNA_seq/WT_1.bam	Fly/RNA_seq/WT_2.bam	Fly/RNA_seq/WT_3.bam	Fly/RNA_seq/SppsKO_1.bam	Fly/RNA_seq/SppsKO_2.bam	Fly/RNA_seq/SppsKO_3.bam	Fly/RNA_seq/SppsKO_4.bam	
CG1882	1412	1296	793	1355	1222	1416	1258	
cathD	25510	26776	13332	22047	19459	21306	19826	
CG30383	97	112	73	194	162	202	184	
phr	3713	3383	2193	1621	1569	1963	1615	
Prosalpha1	1408	1354	611	1074	649	925	1053	
CG18853	247	209	106	107	80	147	90	
CG30382	822	850	482	669	394	590	757	
Atg10	250	238	170	274	260	310	265	
CG12822	1544	1401	880	1584	1424	1618	1417	
Dgk	737	676	474	651	572	644	531	
CG30377	154	156	131	167	143	186	136	
CG12159	1808	1658	1164	1462	1307	1440	1292	
Cul1	14457	15034	8532	16506	14305	16786	14027	
Or43b	435	382	301	434	392	400	330	
Kdm4A	1305	1360	784	1485	1215	1444	1142	
MFS12	48	39	30	48	85	61	56	
PIG-X	511	451	270	489	440	472	377	
rnh1	1195	1122	774	1332	1080	1332	1224	
drosha	2938	2989	1912	3171	2809	3284	2847	
CG8728	3249	3188	1844	3385	2993	3345	2952	
CG30380	28	30	11	47	26	31	24	
CG30379	272	192	159	185	196	201	196	
CG14764	2587	2601	1561	2576	2245	2579	2004	
CG34430	118	123	70	94	107	132	84	
CG34431	218	230	153	220	169	177	139	
azot	4	4	0	1	0	3	1	
CG30378	3	7	0	4	1	2	3	
CG2906	749	813	490	776	749	848	720	
CG2915	6640	6320	4158	5858	5408	6272	5607	
Sep5	1187	1181	681	1418	1189	1437	1291	
nito	9939	10117	5598	11236	9407	10490	8688	
CG14763	347	272	230	280	250	230	194	
CG8726	3771	3616	2631	3857	3301	3560	2799	
CSN4	4127	3983	2220	4179	3675	4337	3662	
ACC	6030	5425	3818	6338	5404	5798	4610	
Nup44A	2338	2131	1223	2336	2071	2340	2157	
lncRNA:CR44272	216	178	170	259	241	199	162	
Dic3	0	0	1	1	0	0	2	
Hey	364	335	252	458	353	422	316	
CG11191	588	493	381	578	467	473	452	
Odc1	243	406	79	54	46	86	103	
Odc2	15	37	7	2	5	7	9	
CG14762	3267	2526	2189	3096	2549	2788	2355	
mir-4981	0	1	0	1	2	0	1	
lncRNA:CR45267	85	70	65	39	23	23	30	
lncRNA:CR43724	23	18	17	14	21	15	18	
Optix	1568	1441	942	1557	1304	1589	1270	
CG12769	79	64	55	66	53	60	41	
CG17977	1037	883	715	1189	1024	1241	1113	
lig	58447	59774	30071	65825	54522	64557	50803	
Vps28	2016	1972	1047	2105	1854	2146	2037	
slv	978	906	587	1028	878	964	915	
sut1	2289	2346	1262	2485	2113	2581	2314	
sut2	17	16	7	34	22	20	21	
sut3	11	2	1	11	12	6	2	
sand	49	55	35	58	42	49	51	
CG8712	690	665	501	677	577	711	615	
CG11210	2361	2422	1405	2725	2238	2628	2140	
Cul4	5675	5554	3859	6211	5382	6332	5278	
udd	1573	1334	1015	1202	1155	1371	1318	
Asap	5442	5252	3481	5921	5096	5922	4689	
Nup50	4484	4430	2710	5268	4486	5230	4494	
coil	1590	1609	1206	1728	1474	1675	1545	
Socs44A	1184	1135	672	1145	996	1112	989	
Pbp49	0	0	0	0	0	0	0	
CG42516	0	0	0	0	0	0	0	
Pabp2	14249	14711	8926	14423	12519	14298	12962	
Obp44a	116075	102241	69762	111800	101886	114936	106735	
Lpin	8244	7892	5248	6711	5618	6312	4845	
kermit	1101	1291	629	1492	1211	1428	1179	
lncRNA:CR44068	1	2	1	3	1	0	0	
CR30374	0	0	0	0	0	0	0	
tRNA:Ile-AAT-1-2	1	1	0	0	1	0	0	
CG8708	46	56	57	50	42	58	38	
RagC-D	2212	2065	1392	2374	2092	2304	1988	
Rs1	3866	3636	2336	4057	3608	4500	4009	
CG30373	573	513	340	563	458	543	522	
snoRNA:MeU6-C68	2	0	1	3	2	1	1	
Gasz	981	958	560	983	822	930	880	
Mlh1	946	739	567	793	710	846	821	
CG14757	74	81	45	66	61	69	57	
LRP1	18065	18801	11031	21612	17655	20716	14624	
CG14756	5	6	2	2	0	2	1	
CG34217	4	1	3	5	3	4	2	
dpn	396	364	250	423	378	429	332	
asRNA:CR44275	2	0	0	1	0	0	0	
sisRNA:4	14	8	11	7	13	13	11	
sisRNA:CR46360	20	16	18	25	17	23	16	
pnut	17078	16618	9370	17868	15088	18133	15978	
lncRNA:CR44276	3	1	1	2	2	0	1	
lncRNA:CR44445	6	2	6	5	3	1	2	
lncRNA:CR44446	1	1	2	0	1	0	0	
CG44439	2	1	1	3	1	0	1	
CG14760	1	6	3	6	6	9	10	
CG30369	0	0	0	2	0	0	0	
CG14759	0	0	0	0	0	0	0	
CG2291	0	1	0	0	0	0	0	
CG12126	0	0	0	0	0	0	0	
CG30376	0	6	0	3	1	1	5	
CG30375	0	15	0	1	0	1	1	
CG30371	335	579	740	91	34	349	43	
lncRNA:CR44280	0	0	1	0	0	0	0	
mir-280	0	1	0	0	0	0	1	
lncRNA:CR44447	3	5	2	4	4	3	2	
lncRNA:CR44448	0	0	0	1	1	0	1	
lncRNA:TS18	0	0	0	0	0	0	0	
lncRNA:CR44450	0	0	0	0	0	0	0	
pdm3	8355	8039	4828	8874	7239	8390	5903	
CG11635	3	3	0	5	4	2	1	
hubl	0	0	0	0	0	0	0	
spaw	0	0	0	0	0	0	0	
whip	4	5	2	5	3	5	2	
swif	0	0	0	0	0	0	0	
cola	0	0	0	0	0	0	0	
boly	7	6	1	4	3	3	2	
CG18449	4	4	3	4	3	2	3	
CG2127	10	12	5	16	15	10	11	
CG8701	4	11	4	10	11	7	16	
CG2121	237	197	73	180	149	255	84	
CG43296	0	0	0	0	1	0	1	
CSN7	4654	4442	2712	4922	4461	5352	4981	
Lcp1	8587	23616	2454	7416	5564	5345	4814	
Lcp1Psi	0	0	0	3	0	3	2	
Lcp2	2381	10267	1010	1508	1247	901	891	
Lcp3	1278	8279	545	2579	3607	1379	672	
Lcp4	8853	29405	2499	8729	7388	9904	5998	
Cyp4ad1	27	46	28	10	10	20	21	
Cyp4e2	818	1175	499	1236	1059	1544	1298	
mir-986	3	1	2	6	3	9	5	
Cyp4e1	55	47	34	60	54	73	94	
Mal-A1	63	3	0	8	3	6	3	
Mal-A2	3	0	1	1	0	1	0	
Mal-A3	16	2	2	0	0	1	2	
Mal-A4	20	8	2	3	3	8	2	
Mal-A5	5528	6262	2470	2806	2506	2817	2981	
Mal-A6	153	339	36	87	77	166	140	
Mal-A7	13	0	0	2	1	0	1	
Mal-A8	40	35	0	5	3	7	1	
mtt	1468	1182	636	1267	989	949	789	
lncRNA:CR44279	0	0	0	1	0	0	0	
CG12780	7	29	1	1	2	2	0	
lncRNA:CR45308	8	9	3	11	12	6	6	
Cyp6a14	22	50	19	16	18	12	25	
Cyp6a15Psi	0	0	0	0	1	0	0	
Cyp6a13	136	99	72	83	93	107	105	
CG42326	298	238	165	102	98	183	77	
CG14752	9	11	9	9	12	15	6	
CG43183	0	1	0	0	0	1	0	
CG8736	13	14	7	14	15	10	7	
Lnpk	2695	2533	1494	2745	2297	2586	2444	
rgr	909	1040	542	850	747	880	804	
CG8642	10	19	7	7	7	4	6	
Cirl	67934	73451	41560	87171	69634	73809	53681	
Vps25	1429	1298	809	1428	1253	1309	1319	
beta3GalTII	702	610	362	643	585	681	691	
Gle1	1739	1617	933	1696	1549	1897	1599	
CG8635	4820	4608	2642	5636	4782	5288	4804	
ptc	8972	8791	5243	9573	8167	9791	7727	
lncRNA:CR44281	11	11	9	17	20	22	14	
Acsl	6609	6702	4070	7264	5862	7138	5948	
UQCR-11L	7	10	1	1	2	6	3	
CG30355	21	8	12	33	33	37	22	
tRNA:Leu-CAG-1-1	0	0	0	0	0	0	0	
Jon44E	381	110	11	3	3	90	4	
CG8586	37	126	31	42	54	41	34	
CG8738	56	53	13	33	34	40	38	
CG8584	0	0	0	0	0	0	0	
CG12376	0	1	0	0	0	1	1	
CG14744	0	0	0	1	0	0	0	
PGRP-SC1a	1	0	0	1	0	21	3	
CG14743	0	0	0	0	0	0	0	
PGRP-SC1b	2	3	0	1	0	9	1	
PGRP-SC2	10	233	12	3	1	29	81	
CG14767	9297	9881	5440	9701	8452	10258	8738	
CG30357	88	94	50	82	86	98	56	
gcl	1141	1110	708	1244	1062	1275	1066	
snoRNA:gcl-a	3	1	4	8	4	4	2	
CG30356	3	4	6	12	15	6	11	
stmA	2493	2404	1523	2429	2025	2408	2104	
CG8740	7358	7093	4049	6985	5875	7119	5542	
CG42615	0	2	0	1	1	0	1	
lncRNA:CR44277	1	1	2	1	1	1	0	
lncRNA:CR44278	0	0	0	0	0	0	2	
CG8746	0	0	0	0	0	1	2	
sns	3471	3125	2058	3719	3146	3584	2720	
CG30350	0	2	2	4	4	4	3	
RyR	786	478	436	584	482	474	334	
CG8272	439	465	230	468	391	467	443	
DCTN2-p50	4422	4417	2576	4879	4178	4915	4386	
Sec31	14371	13893	8530	8783	7180	8590	6624	
asRNA:CR45202	0	0	0	0	0	0	0	
ana2	973	892	665	575	502	573	440	
CG13751	2053	1913	1192	1520	1324	1433	1275	
MrgBP	1545	1472	778	1675	1425	1708	1590	
Ggamma1	17117	16786	11404	17154	14690	17309	15967	
CCT8	19180	18222	9958	21792	18663	20460	17643	
CG30349	3542	3284	2063	3840	3325	3923	3650	
CG8252	39	34	23	55	47	44	39	
Pgi	7793	7054	4667	7837	6909	8116	6900	
lin	2728	2697	1526	3082	2486	3156	2524	
CG34219	35	21	17	17	15	13	14	
CG8248	272	245	190	247	268	279	262	
Spt	933	835	605	1558	1303	1609	1493	
CG8243	4975	5268	2867	5308	4671	5353	4789	
CG8237	1231	1214	687	1256	1073	1189	1163	
AIMP1	2128	2067	1157	2305	1985	2217	2009	
PAN2	7958	7769	5103	8286	7212	8163	6894	
CG13749	74	59	75	72	79	72	74	
FANCI	2147	2025	1498	2256	2006	2343	1985	
CG13748	4	10	2	8	7	11	1	
lncRNA:CR44273	0	3	0	2	1	0	2	
lncRNA:CR44274	0	2	2	1	2	0	0	
CG8230	4349	4431	2617	4816	4064	4673	3975	
CG33199	24	22	12	16	18	12	19	
CG8229	472	481	363	640	530	617	522	
Tom7	3394	3399	2006	3448	3127	3603	3426	
babo	7728	7774	5304	8602	7229	8104	6138	
spab	527	425	340	496	438	443	384	
lint	95	118	65	100	71	141	85	
Np	3924	5124	2084	5582	4262	5139	3516	
CG8172	228	178	117	198	204	196	131	
CG13744	11	6	1	13	9	8	10	
CG13747	0	0	0	0	0	0	0	
CG8170	605	704	454	913	627	654	510	
Ance-4	333	536	56	139	107	192	206	
PPO2	7036	4679	5326	1002	847	1136	1523	
CG13743	359	249	212	334	280	286	230	
CG8197	0	1	0	1	3	3	1	
ana	2112	2501	1492	2462	2034	2641	2417	
asRNA:CR45924	52	47	24	66	38	64	49	
CNT2	69	173	73	84	58	112	84	
CNT1	30	24	28	17	21	18	17	
CG13742	362	338	296	536	456	499	453	
Dbp45A	1702	1569	1103	1711	1401	1646	1377	
CG8080	1347	1601	746	873	766	955	997	
CG13741	32	22	15	34	18	41	41	
Uhg4	1000	971	522	1092	1111	1212	1142	
snoRNA:Psi28S-2949	10	6	8	5	8	8	10	
snoRNA:Or-aca5	12	10	3	11	12	16	19	
snoRNA:Me28S-G3255a	1	7	0	3	3	3	3	
snoRNA:Me28S-A982a	1	1	1	0	1	2	0	
snoRNA:Me28S-A982b	1	5	1	6	5	1	0	
snoRNA:Me28S-G3255b	0	2	1	0	2	4	3	
CG8078	920	832	526	952	829	878	862	
snoRNA:Or-CD2	0	0	0	0	0	0	0	
CG8777	2106	2064	1303	2070	1755	2242	1925	
Vang	8189	8317	4995	9381	7820	9325	8222	
CG8073	4041	4034	2433	4055	3649	4054	3415	
tsu	3830	3501	2250	4110	3676	4387	3796	
Mys45A	2879	2759	1657	3163	2766	3261	2759	
Phax	1128	1144	667	1249	1071	1223	1087	
Su(var)2-10	8958	9120	5566	9939	8457	9848	7956	
GstE13	2164	2147	1146	1799	1711	1844	1775	
CG18659	3738	3931	2196	4295	3726	4209	3257	
Hydr1	1264	1146	800	1192	1063	1263	1041	
alc	2558	2482	1468	2739	2280	2743	2218	
CG8788	0	0	0	0	0	0	0	
CG44286	18	22	7	18	17	14	12	
shrb	5455	5653	3704	5685	4832	5983	5128	
Prp38	1675	1669	950	1808	1545	1865	1670	
CG30344	1301	1331	787	1316	1030	1158	1050	
CG30345	92	198	57	92	71	72	37	
CG8008	71	89	46	27	29	22	12	
lncRNA:CR44283	16	14	6	6	3	2	3	
CG8046	136	152	76	31	35	44	32	
Rad51D	135	103	98	115	119	124	123	
CG42382	0	0	0	0	0	0	0	
Rme-8	9393	9557	5971	10493	8905	10329	7946	
Rab32	544	960	299	743	529	802	657	
lncRNA:CR44284	3	3	1	2	5	4	1	
CG45085	0	0	0	0	0	0	0	
CG8026	2	2	2	1	3	4	2	
unpg	245	245	124	159	132	181	149	
CG8027	637	616	305	618	583	688	579	
VhaAC45	7216	7169	4409	7071	6016	6912	6000	
lncRNA:CR45309	0	0	0	0	0	0	0	
lncRNA:CR44451	0	0	0	0	1	1	0	
hig	2812	2351	1583	1915	1696	1953	1538	
Cyp4p2	6162	5550	4091	4	4	5	23	
Cyp4p1	1134	1058	718	15	10	10	21	
Cyp4p3	41	39	29	2	3	3	7	
CG30343	22	30	18	42	40	37	34	
Pkn	9478	10019	5827	10568	8744	10303	8161	
CG34141	36	35	30	45	34	31	34	
asRNA:CR45132	31	20	15	32	20	25	13	
CG2063	1870	1853	1125	1934	1677	2024	1857	
CG1968	1755	1682	1081	1803	1579	1792	1420	
Mad1	3712	3666	2361	4318	3727	4311	3450	
Drep2	2011	1655	1199	1821	1584	1827	1409	
Myd88	2463	2749	1538	2209	1905	2304	1896	
CG13954	147	124	98	155	110	139	103	
CG13739	142	106	99	120	103	95	63	
lncRNA:CR45918	1	3	0	4	2	2	0	
mir-987	0	0	0	0	0	0	0	
Or45a	4	4	7	10	9	4	3	
CG12158	0	0	1	1	0	0	0	
l(2)03659	15	13	6	455	375	390	461	
CG8800	21	14	11	41	33	56	33	
Non1	23108	20093	16637	20824	18973	23052	19310	
l(2)k10201	412	390	221	335	273	346	367	
CG33774	1271	1420	747	1062	818	1055	1058	
wun	1609	1783	911	1684	1365	1703	1353	
wun2	972	958	569	1076	829	985	842	
CG13955	7	4	0	4	0	2	0	
prel	1993	1984	1406	2040	1648	1961	1859	
Pdk	2854	3064	2111	2590	2164	2498	2095	
ced-6	5094	6279	3005	4635	3971	4694	4223	
lncRNA:CR45321	5	5	1	4	3	2	5	
Camta	3742	3700	2405	4096	3320	3941	2800	
CG33758	3	1	2	2	1	4	2	
CG33757	3	2	0	5	5	1	2	
Wnt2	2691	2954	1332	3622	2905	3577	3035	
brp	13972	11958	8905	13341	10973	10602	5242	
CG1888	1221	1276	804	1474	1241	1366	1220	
lncRNA:CR43651	2	3	1	2	7	2	3	
mir-14	0	0	0	0	0	0	0	
asRNA:CR45281	4	4	2	2	0	2	1	
Or45b	0	0	0	0	0	0	0	
CG1809	0	0	0	0	0	0	0	
Not1	28139	29479	19327	32899	27240	32553	22184	
CG1814	1158	1064	619	1174	1044	1291	1107	
lncRNA:CR46257	1	0	0	0	0	1	1	
Smyd4-1	1353	1248	849	1427	1254	1512	1435	
Updo	3969	3643	1980	4207	3621	4228	3822	
CG12929	525	514	279	393	358	391	387	
RpL31	58430	55444	32108	55790	50630	60179	54380	
clos	175	170	98	199	167	159	121	
CG1827	1041	911	572	717	717	879	833	
Map60	9562	9384	5660	9995	8887	10590	8999	
CG30338	131	120	63	166	138	152	137	
CG1902	3353	3568	1992	3504	2979	3522	3277	
CG30340	46	46	23	65	53	66	40	
CG30339	43	54	43	87	60	83	57	
lncRNA:CR44285	3	1	0	2	1	3	6	
GstT1	2232	2091	1279	2078	1927	2245	1958	
GstT2	601	500	356	538	490	512	479	
CG12926	299	460	188	325	322	381	366	
asRNA:CR44069	50	46	28	88	70	92	60	
Mmp2	9157	9971	6146	11695	10074	12125	9384	
mir-307b	3	2	0	6	3	4	3	
mir-307a	0	0	0	0	0	0	0	
lncRNA:CR44070	4	2	4	1	1	0	0	
tRNA:iMet-CAT-2-1	1	0	0	0	0	1	0	
Uba1	41336	41163	24207	48842	41310	47609	38835	
CG30002	143	123	110	27	29	25	31	
CG1773	127	321	43	208	161	196	197	
CG10459	46	77	33	10	4	11	2	
lncRNA:CR44292	44	44	48	7	7	7	6	
dap	4143	3985	2971	5128	4586	4761	4186	
sqa	142	135	88	219	192	224	84	
CheA46a	0	0	0	0	0	0	0	
trpl	11	3	5	19	9	27	15	
CG1690	0	2	0	2	0	0	0	
asRNA:CR44205	3	1	1	4	2	1	1	
CG1688	507	450	255	419	321	384	324	
asRNA:CR44207	7	5	3	0	0	2	1	
lncRNA:CR44208	0	1	0	1	1	0	0	
CG1698	356	379	239	351	272	308	298	
CG1648	4851	3910	2813	3909	3799	4643	4042	
lectin-46Cb	65	49	36	63	68	88	59	
lectin-46Ca	42	36	31	66	48	47	44	
CG34033	0	0	0	0	0	0	0	
CG30001	657	637	495	756	653	772	752	
dila	60	81	35	100	66	71	61	
hebe	434	350	287	393	373	475	477	
CG1663	650	582	386	779	701	773	755	
Lsm11	316	304	161	340	322	407	350	
Marc	1903	1886	1011	1687	1563	1764	1682	
Vamp7	2939	2993	1830	3031	2684	3161	2904	
CG1667	1159	1166	744	1334	1119	1379	1169	
Orc6	463	435	316	497	448	474	492	
Prosalpha7	9375	9106	5261	10431	9321	10788	9476	
CG1671	3363	3134	1910	3149	2631	3203	3054	
PCB	5806	6269	3213	4985	4134	4808	3888	
asRNA:CR44293	0	2	0	0	0	0	0	
CG30010	272	322	186	272	269	409	329	
CG46338	684	633	439	764	634	746	646	
Ntmt	1073	1025	716	1093	999	1167	1135	
lncRNA:CR45138	2	6	2	3	4	0	1	
CG18446	84	77	65	14	21	19	24	
CG12744	340	369	195	407	314	431	364	
Sec24AB	6456	7117	3937	7350	5982	7134	5126	
asRNA:CR45467	8	11	8	6	10	2	7	
CG1513	5847	5691	3892	6385	5512	5917	4782	
CG12923	7	8	9	11	5	8	8	
CG30008	22	19	16	18	19	26	12	
tea	2080	2090	1469	2243	2041	2262	1895	
CG1441	43	24	5	18	18	22	20	
FMRFa	426	361	302	410	367	357	307	
Etf-QO	3471	3687	2012	3652	3181	3803	3349	
Mef2	2857	2819	1799	2737	2265	2843	2121	
CG15863	199	195	152	246	203	249	242	
Pal1	6681	7228	3646	6797	5843	7093	5723	
CG1418	1233	1327	744	1344	1085	1290	1075	
CG12133	1	0	0	0	0	3	0	
eIF3j	4308	4371	2627	4932	4228	5122	4500	
CG12134	1699	1562	962	1727	1651	1874	1679	
asRNA:CR43948	0	0	0	1	0	0	0	
eve	37	18	4	27	11	20	12	
lncRNA:CR45324	1	0	0	0	1	0	1	
TER94	41439	42338	23902	46430	39615	47377	39453	
Pka-R2	4034	3757	2903	3853	3318	3646	2847	
mir-4967	0	0	0	1	0	0	0	
lncRNA:CR44294	19	10	25	23	23	18	12	
CG12128	1279	1213	770	1426	1171	1407	1391	
CG1407	1718	1828	1090	1843	1573	1811	1555	
CG12129	1936	1824	1250	1668	1409	1797	1671	
oys	3529	4043	2327	4035	3378	4134	3367	
CG34220	39	43	24	27	18	24	19	
lncRNA:CR44295	6	15	3	7	4	5	3	
COX7C	4530	4473	2846	4659	4197	4836	4676	
CG44296	10	11	9	6	7	10	6	
sel	2022	2373	1243	2134	1890	2417	1964	
magu	7016	6707	4176	6741	5733	6947	6393	
asRNA:CR44297	2	0	0	1	0	0	0	
lncRNA:CR44298	6	5	5	6	7	4	6	
Def	18	14	12	20	21	18	18	
PIG-N	355	332	227	421	330	400	359	
mRpL42	1074	919	484	1060	884	978	962	
Cdc2rk	1239	1104	708	1118	998	1198	997	
CG12920	12	13	8	4	3	9	7	
CG1371	7055	7105	4160	7870	6440	7724	6120	
egr	2450	2580	1599	2980	2567	3073	2618	
scaRNA:MeU1b-A234	1	0	0	1	1	0	0	
CG2269	8988	7754	5921	7908	6996	7458	6082	
sut4	0	1	0	0	5	0	0	
Jra	2628	2775	1331	2688	2387	2824	2442	
RpLP0-like	2821	2650	1659	3119	2680	3306	3092	
14-3-3zeta	56179	52901	37066	60145	51360	58160	49004	
Pfk	7462	7031	4777	8173	7068	7899	6609	
dmpd	4955	4740	2764	5268	4468	5331	4853	
Ccs	810	807	508	894	851	901	790	
gem	7	12	7	6	12	11	9	
CG46319	0	0	0	0	0	0	0	
CG12917	8	14	9	11	2	7	11	
asRNA:CR43467	0	0	0	0	0	0	0	
Or46a	0	0	0	0	0	0	0	
CG18011	1122	1118	757	1316	1105	1240	1023	
KCNQ	225	252	131	219	189	208	181	
asRNA:CR45133	2	1	1	1	2	3	0	
mlt	1212	1256	784	1383	1137	1286	981	
CG34221	25	20	11	26	42	33	33	
Hr3	96	160	34	137	128	221	48	
CG12912	0	0	0	0	0	0	0	
CG46321	0	0	0	0	0	0	0	
lncRNA:CR46322	7	30	2	7	14	14	5	
lncRNA:CR45265	0	1	0	0	0	0	1	
Hdc	51	77	22	83	58	92	42	
CG12209	1	6	4	4	5	2	3	
CG12914	2	2	1	3	5	1	4	
CG12913	249	208	162	234	216	258	259	
Syb	8063	8394	5138	9038	7459	9321	8093	
CG12911	173	135	104	255	217	266	196	
lncRNA:CR30009	573	692	373	709	519	430	408	
CG12910	151	127	75	127	135	171	153	
CAP	1613	1432	1217	1578	1316	1567	1176	
RNaseZ	1400	1472	942	1474	1253	1470	1182	
CG12909	1337	1149	700	1343	1227	1467	1229	
Obp46a	5	2	2	4	2	4	4	
Ndg	241	264	122	168	155	165	129	
CG34222	2	2	0	0	2	1	1	
SLO2	1565	1378	778	1426	1058	1123	788	
CG43200	0	0	0	0	0	0	0	
CG46305	0	0	0	0	0	0	0	
CG43172	0	0	0	0	0	0	0	
CG43171	0	0	0	0	0	0	0	
CG43201	0	0	0	0	0	0	0	
CG43178	0	0	0	0	0	0	0	
CG46298	0	2	0	0	2	0	3	
CG12902	0	0	0	0	0	0	0	
CG43397	0	0	0	0	0	0	0	
CG42733	1	0	0	0	0	0	0	
CG43396	1	0	1	0	0	1	0	
Gr47a	4	1	0	3	0	2	1	
Ir47b	0	1	0	0	0	0	0	
Ir47a	1	0	0	2	1	0	0	
CG12898	0	0	0	0	0	0	0	
CR43177	0	0	0	0	0	0	0	
CG33477	0	0	0	0	0	0	0	
CG33476	0	1	0	0	0	0	0	
CG33475	1	0	0	0	0	0	0	
Prx2540-2	9	4	9	94	70	40	37	
CG11825	11	17	16	39	35	21	24	
CG33474	17	17	16	21	21	21	25	
Prx2540-1	27	41	21	68	58	44	32	
CG12896	34	46	48	85	51	42	45	
RanBPM	9208	9747	5931	10249	8560	9970	7838	
CG12895	1092	1019	704	966	935	1053	962	
Galphao	11100	10329	7389	11417	9717	10746	8493	
Cyp49a1	52	33	31	48	49	50	34	
Caf1-105	1416	1311	864	1469	1301	1595	1423	
CG11777	929	912	581	808	753	989	899	
whd	3108	3833	1643	3750	3232	4262	3178	
asRNA:CR45134	13	9	8	9	10	12	6	
trsn	3638	3446	2273	3785	3515	4024	3807	
CG17765	5844	5515	3454	5777	5267	5968	5423	
pre-lola-G	85	74	55	69	58	45	31	
lola	40956	41400	26061	43266	37052	43801	31861	
snoRNA:lola-a	3	8	0	5	3	1	4	
snoRNA:lola-b	4	1	3	1	3	1	0	
snoRNA:lola-c	0	2	1	0	1	3	0	
snoRNA:lola-d	1	2	0	0	0	2	1	
asRNA:CR45135	8	5	7	9	4	2	1	
lncRNA:acal	10	10	15	14	6	11	10	
psq	22390	21876	13987	26266	21580	25012	19118	
CG11883	1187	1053	772	1076	951	1121	904	
Git	3541	3623	2046	3740	3175	3623	3181	
Elp2	2149	2065	1354	2139	1949	2431	2196	
CG12934	45	2099	4	20	9	16	5247	
lncRNA:CR44452	0	0	0	0	0	0	0	
lncRNA:CR46229	1	0	0	0	0	0	1	
stan	20928	20783	12871	23852	19963	22365	14801	
Rab3	3484	3025	2408	3229	2698	2879	2303	
CG12309	80	67	50	69	51	33	29	
CG12338	686	733	447	560	494	482	513	
CG7220	2290	2419	1464	2892	2300	2666	2237	
Mat1	1670	1666	1056	1809	1608	1922	1627	
CG33144	3467	3509	2165	4329	3545	4189	3197	
lncRNA:CR43605	4	3	1	81	69	85	36	
lncRNA:CR44299	31	28	28	60	55	58	59	
lncRNA:CR44300	0	0	0	1	0	0	0	
lncRNA:CR44301	0	0	0	0	0	0	0	
mthl13	1	2	15	5	2	0	3	
wde	7406	6943	5066	7883	7077	8680	6264	
CG12935	612	546	428	612	490	592	584	
CG7637	1697	1519	969	1802	1586	1882	1638	
mms4	324	289	203	352	339	366	357	
CG12341	748	853	468	819	639	863	722	
CG7222	3881	4039	2601	4256	3695	4334	3843	
dgo	2020	2036	1318	2328	1947	2389	1996	
Prosbeta5	11833	11461	5822	13156	11429	13435	11921	
Lsm10	105	91	54	113	121	115	138	
RpS15Ab	4899	4703	2766	4703	4238	5125	4606	
CG12343	1311	1296	776	1368	1226	1374	1357	
CG12325	2015	2023	1261	2295	2004	2416	2017	
CG12344	108	128	62	52	36	49	35	
LTV1	3797	3467	2703	3849	3360	3903	3557	
CG30015	7035	7008	4372	8092	6721	8022	6089	
asRNA:CR45136	4	8	2	1	0	3	2	
lncRNA:CR44302	0	0	0	0	0	1	0	
CG30016	89	82	47	63	71	69	71	
nclb	4212	3781	2150	3870	3425	3986	3621	
Taf5	2528	2581	1445	2841	2498	2858	2512	
Pex6	598	553	346	723	626	757	667	
CG18003	71	181	30	95	82	63	101	
CG18004	1530	1457	866	1683	1547	1708	1614	
mir-1008	0	0	0	0	0	0	0	
CG30020	6646	6199	4105	6782	5900	6879	5550	
cag	675	639	351	816	699	897	852	
CG12942	1693	1696	1058	1836	1580	1871	1550	
ND-B14	1515	1511	815	1759	1454	1729	1631	
Rpb5	3021	2642	1736	3622	3006	3280	3165	
polyph	23	24	15	5	1	3	0	
Obp47a	3	5	5	0	2	0	0	
Spn47C	505	415	369	88	105	112	66	
lncRNA:CR45228	28	37	20	7	10	8	2	
luna	1747	1809	1030	1735	1322	1656	1241	
CG43188	1	0	0	0	0	1	1	
CG43189	0	0	0	0	0	0	0	
Cyp12d1-p	22	23	9	0	1	3	2	
Cyp12d1-d	4	5	4	0	0	0	0	
BBS4	11	10	13	9	5	3	3	
CG13229	270	182	139	291	295	289	252	
CG13231	6	7	3	21	18	35	20	
CG12391	5417	5440	3214	5929	4977	5729	4811	
CG13230	1	0	0	0	0	0	0	
shn	6665	6396	4053	7545	6145	7160	4551	
CG9084	18	30	25	10	22	26	22	
Syx6	1343	1315	772	1369	1170	1304	1197	
CG7737	422	407	284	417	326	358	314	
metro	1035	952	715	1143	1053	1179	978	
CG13218	1	0	1	6	4	1	2	
CG13228	0	1	0	1	0	1	0	
CG13227	109	55	114	212	209	200	164	
CG34223	0	0	0	1	1	1	1	
CG13217	0	0	0	2	5	2	3	
CG34224	0	0	0	0	1	0	0	
CG13216	0	0	0	0	0	0	0	
CG13215	1	1	3	1	0	0	0	
Listericin	19	22	4	14	9	51	16	
CG13226	4	1	2	0	0	0	0	
CG34225	0	0	0	0	0	1	0	
CR30029	79	248	31	89	106	54	48	
CG34227	3515	5761	1038	2325	2124	2716	1378	
CG43112	0	1	0	0	0	1	2	
Or47a	5	4	4	0	1	0	0	
Cpr47Ea	3	0	1	1	1	0	0	
Cpr47Eb	16	3	3	41	27	64	30	
CG13223	0	1	1	0	0	0	0	
Cpr47Ec	62	51	29	11	17	17	15	
Cpr47Ed	0	0	0	0	1	2	1	
